BHID,FROM,TO,INTERVAL,ZN,PB,FE,AG,XCOLLAR,YCOLLAR,ZCOLLAR,LENGTH,BRG,DIP
3245/118,144.7,145.78,1.08,39.25,27.71,4.16,225.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,145.78,146.0,0.22,31.8,39.21,3.23,265.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,145.78,146.0,0.22,31.8,39.21,3.23,265.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,146.0,146.81,0.81,34.61,32.73,4.4,229.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,146.0,146.81,0.81,34.61,32.73,4.4,229.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,146.81,147.39,0.58,37.86,28.59,3.76,197.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,146.81,147.39,0.58,37.86,28.59,3.76,197.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,147.39,148.12,0.73,20.33,3.38,2.71,63.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,147.39,148.12,0.73,20.33,3.38,2.71,63.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,148.12,149.0,0.88,28.96,20.41,4.48,140.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,148.12,149.0,0.88,28.96,20.41,4.48,140.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,149.0,149.52,0.52,25.04,15.4,4.0,120.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,149.0,149.52,0.52,25.04,15.4,4.0,120.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,149.52,150.37,0.85,12.99,3.11,1.89,58.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,149.52,150.37,0.85,12.99,3.11,1.89,58.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,150.37,151.31,0.94,22.45,9.89,2.15,106.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,150.37,151.31,0.94,22.45,9.89,2.15,106.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,151.31,152.0,0.69,26.51,14.94,3.91,130.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,151.31,152.0,0.69,26.51,14.94,3.91,130.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,152.0,153.09,1.09,23.31,29.69,5.05,183.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,152.0,153.09,1.09,23.31,29.69,5.05,183.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,153.09,153.79,0.7,26.08,8.81,3.43,100.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,153.09,153.79,0.7,26.08,8.81,3.43,100.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,153.79,154.43,0.64,30.13,31.61,3.63,205.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,153.79,154.43,0.64,30.13,31.61,3.63,205.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,154.43,155.0,0.57,28.21,41.45,1.51,239.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,154.43,155.0,0.57,28.21,41.45,1.51,239.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,155.0,155.95,0.95,30.15,41.29,1.36,178.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,155.0,155.95,0.95,30.15,41.29,1.36,178.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/118,155.95,156.42,0.47,9.6,2.71,3.23,20.0,228646.9531,172155.9688,1136.35498,173.0,0.0,90.0
3245/118,155.95,156.42,0.47,9.6,2.71,3.23,20.0,228646.9531,172155.9688,1136.35498,173.0,360.0,89.0
3245/119,118.71,119.46,0.75,36.96,1.04,18.81,1.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,118.71,119.46,0.75,36.96,1.04,18.81,1.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,119.46,120.4,0.94,19.84,0.66,32.78,0.1,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,119.46,120.4,0.94,19.84,0.66,32.78,0.1,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,120.4,121.4,1.0,32.3,2.69,23.4,0.1,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,120.4,121.4,1.0,32.3,2.69,23.4,0.1,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,121.4,122.4,1.0,30.94,2.93,24.16,0.1,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,121.4,122.4,1.0,30.94,2.93,24.16,0.1,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,122.4,123.5,1.1,32.8,17.4,18.84,18.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,122.4,123.5,1.1,32.8,17.4,18.84,18.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,123.5,124.4,0.9,34.14,14.53,10.55,50.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,123.5,124.4,0.9,34.14,14.53,10.55,50.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,124.4,125.25,0.85,33.65,13.48,11.51,48.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,124.4,125.25,0.85,33.65,13.48,11.51,48.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,125.25,125.6,0.35,6.63,5.73,5.25,10.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/119,125.25,125.6,0.35,6.63,5.73,5.25,10.0,228796.5313,172106.4063,1135.155029,136.4,0.0,90.0
3245/120,137.44,138.21,0.77,38.95,1.76,11.09,2.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,137.44,138.21,0.77,38.95,1.76,11.09,2.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,138.21,139.11,0.9,33.59,1.14,10.44,0.1,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,138.21,139.11,0.9,33.59,1.14,10.44,0.1,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,139.11,140.0,0.89,31.25,0.59,21.03,4.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,139.11,140.0,0.89,31.25,0.59,21.03,4.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,140.0,141.04,1.04,42.58,2.17,13.85,4.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,140.0,141.04,1.04,42.58,2.17,13.85,4.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,141.04,141.91,0.87,49.09,1.25,7.69,4.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,141.04,141.91,0.87,49.09,1.25,7.69,4.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,141.91,142.3,0.39,45.89,0.81,8.45,1.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,141.91,142.3,0.39,45.89,0.81,8.45,1.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,142.3,143.0,0.7,47.51,1.46,7.95,0.1,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,142.3,143.0,0.7,47.51,1.46,7.95,0.1,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,143.0,143.4,0.4,6.46,0.06,2.08,0.1,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,143.0,143.4,0.4,6.46,0.06,2.08,0.1,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,143.4,144.3,0.9,30.16,1.57,3.09,0.1,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,143.4,144.3,0.9,30.16,1.57,3.09,0.1,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,144.3,145.05,0.75,12.09,0.9,2.44,0.1,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,144.3,145.05,0.75,12.09,0.9,2.44,0.1,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,145.05,146.0,0.95,9.05,1.64,1.03,1.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,145.05,146.0,0.95,9.05,1.64,1.03,1.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,146.0,146.91,0.91,9.73,0.73,2.89,2.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,146.0,146.91,0.91,9.73,0.73,2.89,2.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,146.91,147.94,1.03,16.33,0.92,2.23,10.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,146.91,147.94,1.03,16.33,0.92,2.23,10.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,147.94,149.0,1.06,21.76,2.38,1.42,36.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,147.94,149.0,1.06,21.76,2.38,1.42,36.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,149.0,149.67,0.67,23.59,12.56,5.41,81.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,149.0,149.67,0.67,23.59,12.56,5.41,81.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,149.67,150.46,0.79,25.58,17.49,8.95,70.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,149.67,150.46,0.79,25.58,17.49,8.95,70.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,150.46,151.42,0.96,18.91,3.55,1.79,20.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,150.46,151.42,0.96,18.91,3.55,1.79,20.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,151.42,152.0,0.58,34.44,0.61,2.16,11.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,151.42,152.0,0.58,34.44,0.61,2.16,11.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,152.0,152.75,0.75,16.83,1.79,0.69,3.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,152.0,152.75,0.75,16.83,1.79,0.69,3.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,152.75,153.77,1.02,15.21,8.35,1.4,3.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,152.75,153.77,1.02,15.21,8.35,1.4,3.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,153.77,154.51,0.74,11.04,16.25,2.64,2.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,153.77,154.51,0.74,11.04,16.25,2.64,2.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/120,154.51,155.0,0.49,1.1,0.18,4.01,1.0,228697.0469,172155.5156,1136.435059,161.0,0.0,90.0
3245/120,154.51,155.0,0.49,1.1,0.18,4.01,1.0,228697.0469,172155.5156,1136.435059,161.0,360.0,89.0
3245/121,105.63,106.4,0.77,2.61,0.21,36.15,3.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,105.63,106.4,0.77,2.61,0.21,36.15,3.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,106.4,106.97,0.57,0.71,0.04,1.26,0.1,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,106.4,106.97,0.57,0.71,0.04,1.26,0.1,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,106.97,107.9,0.93,2.0,0.23,14.4,0.1,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,106.97,107.9,0.93,2.0,0.23,14.4,0.1,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,107.9,108.39,0.49,6.21,0.38,29.03,0.1,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,107.9,108.39,0.49,6.21,0.38,29.03,0.1,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,108.39,109.4,1.01,28.19,6.85,10.53,76.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,108.39,109.4,1.01,28.19,6.85,10.53,76.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,109.4,109.89,0.49,22.26,17.28,2.89,108.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,109.4,109.89,0.49,22.26,17.28,2.89,108.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,109.89,110.67,0.78,13.08,19.69,3.59,109.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,109.89,110.67,0.78,13.08,19.69,3.59,109.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,110.67,111.36,0.69,0.22,0.32,1.1,2.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,110.67,111.36,0.69,0.22,0.32,1.1,2.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,111.36,112.11,0.75,3.29,0.42,2.89,4.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,111.36,112.11,0.75,3.29,0.42,2.89,4.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,112.11,113.1,0.99,6.89,0.53,6.55,11.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/121,112.11,113.1,0.99,6.89,0.53,6.55,11.0,228846.7656,172106.8906,1135.599976,122.4,0.0,90.0
3245/123,142.62,143.0,0.38,18.35,1.11,18.19,4.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,142.62,143.0,0.38,18.35,1.11,18.19,4.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,143.0,143.75,0.75,2.95,0.17,3.5,1.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,143.0,143.75,0.75,2.95,0.17,3.5,1.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,143.75,144.3,0.55,0.8,0.04,2.8,0.1,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,143.75,144.3,0.55,0.8,0.04,2.8,0.1,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,144.3,145.05,0.75,12.96,0.97,1.25,1.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,144.3,145.05,0.75,12.96,0.97,1.25,1.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,145.05,146.0,0.95,8.61,1.0,2.55,4.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,145.05,146.0,0.95,8.61,1.0,2.55,4.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,146.0,146.82,0.82,14.85,3.44,1.24,16.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,146.0,146.82,0.82,14.85,3.44,1.24,16.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,146.82,147.87,1.05,14.39,19.1,1.28,63.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,146.82,147.87,1.05,14.39,19.1,1.28,63.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,147.87,148.17,0.3,3.5,0.33,1.97,10.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,147.87,148.17,0.3,3.5,0.33,1.97,10.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,148.17,149.0,0.83,0.83,0.05,0.9,2.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,148.17,149.0,0.83,0.83,0.05,0.9,2.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,149.0,149.65,0.65,5.08,0.06,1.0,6.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,149.0,149.65,0.65,5.08,0.06,1.0,6.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,149.65,150.23,0.58,3.88,0.05,0.58,1.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,149.65,150.23,0.58,3.88,0.05,0.58,1.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,150.23,150.8,0.57,5.39,0.05,0.9,4.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,150.23,150.8,0.57,5.39,0.05,0.9,4.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,150.8,152.0,1.2,4.54,0.37,0.7,4.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,150.8,152.0,1.2,4.54,0.37,0.7,4.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,152.0,152.71,0.71,7.48,0.05,1.32,6.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,152.0,152.71,0.71,7.48,0.05,1.32,6.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,152.71,153.45,0.74,22.63,0.06,1.18,17.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/123,152.71,153.45,0.74,22.63,0.06,1.18,17.0,228697.2656,172205.7344,1136.314941,176.0,0.0,90.0
3245/124,111.4,112.4,1.0,12.84,1.12,37.11,2.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,111.4,112.4,1.0,12.84,1.12,37.11,2.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,112.4,112.9,0.5,11.83,1.38,39.23,0.1,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,112.4,112.9,0.5,11.83,1.38,39.23,0.1,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,112.9,113.78,0.88,15.39,1.46,35.18,0.1,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,112.9,113.78,0.88,15.39,1.46,35.18,0.1,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,113.78,114.71,0.93,34.0,5.53,20.31,1.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,113.78,114.71,0.93,34.0,5.53,20.31,1.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,114.71,115.4,0.69,44.65,6.2,12.59,1.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,114.71,115.4,0.69,44.65,6.2,12.59,1.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,115.4,116.39,0.99,42.75,11.5,11.5,15.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,115.4,116.39,0.99,42.75,11.5,11.5,15.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,116.39,117.42,1.03,41.55,13.14,11.18,75.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,116.39,117.42,1.03,41.55,13.14,11.18,75.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,117.42,118.4,0.98,38.96,17.13,10.16,152.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,117.42,118.4,0.98,38.96,17.13,10.16,152.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,118.4,119.52,1.12,22.28,30.58,7.26,531.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,118.4,119.52,1.12,22.28,30.58,7.26,531.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,119.52,120.33,0.81,23.83,13.91,13.29,615.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,119.52,120.33,0.81,23.83,13.91,13.29,615.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,120.33,121.4,1.07,4.66,4.93,3.79,93.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,120.33,121.4,1.07,4.66,4.93,3.79,93.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,121.4,122.17,0.77,9.51,13.54,5.46,159.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,121.4,122.17,0.77,9.51,13.54,5.46,159.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,122.17,122.76,0.59,5.35,13.73,2.44,44.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,122.17,122.76,0.59,5.35,13.73,2.44,44.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,122.76,124.0,1.24,14.63,21.4,8.63,107.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,122.76,124.0,1.24,14.63,21.4,8.63,107.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,124.0,124.48,0.48,5.61,11.26,1.27,60.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,124.0,124.48,0.48,5.61,11.26,1.27,60.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,124.48,125.43,0.95,16.7,5.8,2.33,58.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,124.48,125.43,0.95,16.7,5.8,2.33,58.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,125.43,126.59,1.16,16.49,9.81,2.18,72.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,125.43,126.59,1.16,16.49,9.81,2.18,72.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,126.59,127.4,0.81,13.59,3.55,3.43,47.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,126.59,127.4,0.81,13.59,3.55,3.43,47.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,127.4,128.3,0.9,7.43,10.23,23.66,80.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,127.4,128.3,0.9,7.43,10.23,23.66,80.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,128.3,129.43,1.13,14.0,12.31,15.04,90.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,128.3,129.43,1.13,14.0,12.31,15.04,90.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,129.43,130.4,0.97,16.08,9.25,7.25,74.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,129.43,130.4,0.97,16.08,9.25,7.25,74.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,130.4,131.22,0.82,12.76,10.23,3.91,68.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,130.4,131.22,0.82,12.76,10.23,3.91,68.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,131.22,132.13,0.91,5.15,5.84,2.6,503.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/124,131.22,132.13,0.91,5.15,5.84,2.6,503.0,228796.5156,172056.3594,1135.194946,234.4,0.0,90.0
3245/126,142.34,143.0,0.66,6.1,0.66,1.15,2.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,142.34,143.0,0.66,6.1,0.66,1.15,2.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,143.0,144.07,1.07,31.51,17.63,1.46,62.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,143.0,144.07,1.07,31.51,17.63,1.46,62.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,144.07,144.82,0.75,23.18,23.89,1.27,47.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,144.07,144.82,0.75,23.18,23.89,1.27,47.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,144.82,145.5,0.68,14.85,14.95,0.76,217.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,144.82,145.5,0.68,14.85,14.95,0.76,217.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,145.5,146.0,0.5,13.85,2.81,3.52,157.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,145.5,146.0,0.5,13.85,2.81,3.52,157.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,146.0,147.03,1.03,10.94,0.91,2.3,29.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,146.0,147.03,1.03,10.94,0.91,2.3,29.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,147.03,148.03,1.0,8.71,1.94,8.2,39.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,147.03,148.03,1.0,8.71,1.94,8.2,39.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,148.03,149.0,0.97,9.96,0.43,2.61,35.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,148.03,149.0,0.97,9.96,0.43,2.61,35.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,149.0,149.74,0.74,15.25,2.01,1.77,55.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,149.0,149.74,0.74,15.25,2.01,1.77,55.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,149.74,150.35,0.61,15.98,19.5,6.2,102.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/126,149.74,150.35,0.61,15.98,19.5,6.2,102.0,228649.8906,172206.3594,1136.401001,185.0,0.0,90.0
3245/128,138.98,139.67,0.69,5.73,0.59,0.75,3.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,138.98,139.67,0.69,5.73,0.59,0.75,3.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,139.67,140.1,0.43,0.15,0.03,0.43,3.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,139.67,140.1,0.43,0.15,0.03,0.43,3.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,140.1,140.76,0.66,7.36,0.3,0.31,4.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,140.1,140.76,0.66,7.36,0.3,0.31,4.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,140.76,141.76,1.0,21.41,2.53,0.6,3.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,140.76,141.76,1.0,21.41,2.53,0.6,3.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,141.76,143.0,1.24,0.12,0.02,0.17,4.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,141.76,143.0,1.24,0.12,0.02,0.17,4.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,143.0,144.4,1.4,0.04,0.01,0.12,4.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,143.0,144.4,1.4,0.04,0.01,0.12,4.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,144.4,145.02,0.62,8.79,0.02,1.18,10.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,144.4,145.02,0.62,8.79,0.02,1.18,10.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
